id,fold
https://openalex.org/W2055836920,3
https://openalex.org/W2139370538,3
https://openalex.org/W2903944365,0
https://openalex.org/W1493717789,2
https://openalex.org/W2073958693,2
https://openalex.org/W1768069588,3
https://openalex.org/W1967872727,4
https://openalex.org/W2804533663,4
https://openalex.org/W3003176819,2
https://openalex.org/W2565486508,0
https://openalex.org/W2024392432,1
https://openalex.org/W2408758939,3
https://openalex.org/W3006306017,4
https://openalex.org/W1971000831,3
https://openalex.org/W2123081263,0
https://openalex.org/W2256343763,1
https://openalex.org/W2585648466,2
https://openalex.org/W2082939838,0
https://openalex.org/W2050290530,3
https://openalex.org/W2538563026,4
https://openalex.org/W2557187370,0
https://openalex.org/W2083829536,2
https://openalex.org/W2020408639,0
https://openalex.org/W2065870204,4
https://openalex.org/W1992801619,3
https://openalex.org/W1795694346,4
https://openalex.org/W2034399385,4
https://openalex.org/W2921842261,3
https://openalex.org/W2952181684,0
https://openalex.org/W1991028076,1
https://openalex.org/W2169358445,2
https://openalex.org/W2793756203,2
https://openalex.org/W1975221291,1
https://openalex.org/W2090196569,4
https://openalex.org/W2007950607,1
https://openalex.org/W2530543946,4
https://openalex.org/W2104552320,4
https://openalex.org/W2748382853,1
https://openalex.org/W2172220423,0
https://openalex.org/W3024998196,4
https://openalex.org/W2606834381,2
https://openalex.org/W2148083750,4
https://openalex.org/W2116342174,3
https://openalex.org/W1926193477,0
https://openalex.org/W2789966204,1
https://openalex.org/W889908523,2
https://openalex.org/W2136240782,3
https://openalex.org/W2015987039,0
https://openalex.org/W2078773167,4
https://openalex.org/W2144420195,4
https://openalex.org/W2887074696,1
https://openalex.org/W2460180473,0
https://openalex.org/W2736993544,0
https://openalex.org/W2808582902,1
https://openalex.org/W1993554189,2
https://openalex.org/W2046627719,4
https://openalex.org/W2954000323,4
https://openalex.org/W2155777044,3
https://openalex.org/W2090932966,0
https://openalex.org/W2101348422,3
https://openalex.org/W2076433985,4
https://openalex.org/W2605838137,4
https://openalex.org/W2093339322,0
https://openalex.org/W2482140453,2
https://openalex.org/W2133240659,1
https://openalex.org/W2566413010,2
https://openalex.org/W2989258529,0
https://openalex.org/W2103352646,4
https://openalex.org/W2625468606,2
https://openalex.org/W2134557439,1
https://openalex.org/W2485677285,3
https://openalex.org/W2001595726,1
https://openalex.org/W2012363560,4
https://openalex.org/W3005484961,0
https://openalex.org/W2104890863,2
https://openalex.org/W1993553515,3
https://openalex.org/W2065878391,0
https://openalex.org/W2164609613,3
https://openalex.org/W1596003199,2
https://openalex.org/W2801116332,2
https://openalex.org/W2581869019,4
https://openalex.org/W2002648221,4
https://openalex.org/W2995295019,0
https://openalex.org/W2885559359,2
https://openalex.org/W2066759207,1
https://openalex.org/W1206090659,3
https://openalex.org/W2085650526,1
https://openalex.org/W2124994926,1
https://openalex.org/W2903030538,4
https://openalex.org/W2890732605,2
https://openalex.org/W2060478956,1
https://openalex.org/W2904883812,1
https://openalex.org/W2530286629,0
https://openalex.org/W2083284147,0
https://openalex.org/W2073778714,1
https://openalex.org/W3005596692,1
https://openalex.org/W2083644495,2
https://openalex.org/W2067446935,0
https://openalex.org/W2020283364,3
https://openalex.org/W1987023949,1
